product_id,product_name,quantity,price,business_id
133,Difficult Rule,377,763.25,1
134,Production Improve,668,1945.66,1
135,Whether Seven,172,427.44,1
136,Visit Town,937,852.4,1
137,Team Up,790,3994.14,1
138,Drug Third,171,1999.94,1
139,Reach Central,556,3860.49,1
140,Fly Friend,978,3969.8,1
141,What Operation,560,2189.53,1
142,Summer Detail,703,557.97,1
143,Long Account,310,747.65,1
144,Night Happen,793,1070.25,1
145,Piece Inside,958,3072.77,1
146,Call Arm,624,4001.76,1
147,Window Remain,365,1123.27,1
148,Myself Activity,582,22.76,1
149,Budget Training,703,191.32,1
150,Concern Message,96,1804.35,1
151,Same Early,212,4611.87,1
152,What Card,924,1880.88,1
153,Leader Student,129,1980.75,1
154,Nearly Building,599,863.04,1
155,Produce Family,877,1701.05,1
156,Ground Anything,206,4795.18,1
157,Audience Radio,566,2520.89,1
158,Role Seek,887,4341.57,1
159,To Box,226,592.33,1
160,Example Say,126,3614.07,1
161,Compare Production,958,3012.38,1
162,Also Reason,757,4148.05,1
163,Order Option,746,4390.42,1
164,Ask Fire,388,3895.17,1
165,Executive Effort,933,1782.86,1
166,Your Position,761,2119.46,1
167,Scene Party,540,1657.69,1
168,Each Ago,687,1075.66,1
169,Foot Federal,229,1983.47,1
170,Opportunity Appear,32,4927.35,2
171,Chair Its,201,222.88,2
172,Writer Old,240,3911.25,2
173,Increase Foot,227,3990.54,2
174,Boy Return,219,2883.35,2
175,Story Continue,163,1110.92,2
176,Class Parent,385,2859.94,2
177,Interview Decide,535,3218.42,2
178,Care Land,423,1706.62,2
179,Painting Area,576,1697.9,2
180,Eight Hair,508,2595.67,2
181,Report Condition,572,4496.65,2
182,But Parent,607,4218.01,2
183,Own True,76,1222.83,2
184,Same Hit,53,1309.23,2
185,Degree Perhaps,642,2470.69,2
186,Style Mouth,101,1582.57,2
187,Strategy Wrong,360,4800.7,2
188,Audience Apply,551,1573.73,2
189,For Water,543,3349.99,2
190,Travel Again,441,2749.86,2
191,Break Test,710,1076.31,2
192,Piece Weight,392,3952.86,2
193,Hospital Itself,845,1076.03,2
194,Against Child,981,1342.23,2
195,Window Low,148,345.83,2
196,Forward Now,340,2426.1,2
197,Side All,411,3216.74,2
198,Where Part,194,146.8,2
199,Defense Send,217,4569.04,2
200,City If,160,2341.2,2
201,Community Analysis,539,2864.44,2
202,Determine Food,461,835.05,2
203,Third Hospital,511,512.83,2
204,Meet Represent,881,1239.46,2
205,A System,853,4900.72,2
206,Participant Marriage,610,89.13,2
207,Season Music,533,2117.99,2
208,Store Week,94,1641.52,2
209,Course Of,446,1863.14,2
210,Describe Game,656,3302.9,2
211,Phone Manager,111,4130.84,2
212,Good Accept,528,1830.18,2
213,Save Science,708,3745.8,2
214,Work Return,374,1841.64,2
215,Prevent Explain,42,2187.89,2
216,In Moment,257,4259.57,2
217,All Too,92,643.82,2
218,Other True,774,2459.66,2
219,West Scene,695,4851.34,2
220,Front Tough,418,659.3,2
221,Add Night,945,771.76,2
222,Season Write,941,1225.28,2
223,Will By,52,3450.33,2
224,Option Item,756,3271.33,2
225,Kind Cup,600,4232.57,2
226,Yeah Life,214,1335.55,2
227,Interesting Maybe,686,3758.64,2
228,Simple Support,306,2037.53,2
229,Serious Decade,596,4307.04,2
230,Region Us,253,2503.92,2
231,Street Fund,203,3505.57,2
232,Easy Bring,612,2595.89,2
233,Seem Yet,218,2216.19,2
234,Themselves Newspaper,587,2891.55,2
235,History Firm,924,2030.42,2
236,Democrat Still,286,2081.89,2
237,President Over,755,2848.36,2
238,Determine This,202,4322.79,2
239,Tough Police,761,187.59,2
240,Sea Author,547,3060.55,3
241,Less Artist,758,4991.1,3
242,No Today,846,3981.6,3
243,Financial Nation,833,4357.43,3
244,Deep Sing,613,3966.45,3
245,Right Suddenly,90,1235.42,3
246,Heavy Cup,254,435.39,3
247,Trouble Price,204,1944.89,3
248,Store Land,330,1565.91,3
249,Human Letter,788,485.63,3
250,Star Hotel,731,201.06,3
251,Treatment Follow,368,905.6,3
252,Close Two,254,355.82,3
253,Attorney Force,680,11.16,3
254,Ever Protect,432,3417.65,3
255,Large Political,788,1464.11,3
256,Pay Administration,988,3776.16,3
257,Man Drug,453,2201.41,3
258,Court Whole,379,1166.59,3
259,People Return,410,2758.18,3
260,Company Open,339,3603.19,3
261,None Interesting,245,3068.62,3
262,Job Affect,610,289.96,3
263,Debate Main,960,4435.74,3
264,Note State,888,359.17,3
265,Foot Authority,460,3642.29,3
266,Week Study,588,322.77,3
267,Theory Generation,895,3776.77,3
268,Its Positive,875,737.91,3
269,Including Wind,639,4869.6,3
270,Share Billion,106,1787.27,3
271,Protect Receive,495,2610.07,3
272,Test Throughout,13,3089.77,3
273,Kid Action,778,1831.19,3
274,Tend Television,777,2527.82,3
275,Prevent Three,442,532.01,3
276,Then Standard,889,1184.74,3
277,Simple Without,932,2157.79,3
278,Carry Event,636,4806.77,3
279,Expert Picture,322,3279.62,3
280,Show Yes,71,2844.98,3
281,Oil Great,299,1583.18,3
282,Drug Where,848,1947.56,3
283,Degree Represent,484,1126.18,3
284,Various Imagine,475,3294.62,3
285,Drop Stop,89,4696.09,3
286,Operation Prove,804,3031.21,3
287,Pressure Election,628,3703.63,3
288,Scene Low,570,2518.78,3
289,Certain Suddenly,467,2813.32,3
290,Especially You,908,1199.27,3
291,Street Analysis,281,4792.83,3
292,Bank Whose,494,4623.81,3
293,Already Key,944,549.83,3
294,Number Order,27,833.41,3
295,Wonder Several,700,2527.94,3
296,Series Determine,156,2292.11,3
297,Southern Treat,801,4642.56,3
298,End Easy,630,1155.69,3
299,Whatever Doctor,303,1722.12,3
300,Partner Sound,838,3679.81,3
301,Democratic Safe,404,1785.75,3
302,Drug Bag,746,354.29,3
303,Apply Table,858,784.75,3
304,Line Mind,888,129.41,3
305,Our Series,660,1843.37,3
306,Strong Change,248,4200.77,3
307,Kind Effect,591,3456.34,3
308,Arrive Practice,255,1212.18,3
309,Indeed Outside,305,966.73,3
310,Agent Establish,384,2507.2,3
311,Former West,111,522.68,3
312,Care Leave,752,2617.56,3
313,Name Realize,515,4954.7,3
314,School What,744,2415.41,3
315,Father Very,341,632.32,3
316,Civil Chair,89,1721.64,3
317,Present Style,456,3641.39,3
318,Herself Age,927,3261.55,3
319,Ground Step,166,1024.7,3
320,Again Politics,60,152.55,3
321,During Discuss,645,1597.13,3
322,Plan White,985,4009.25,3
323,Movie Task,940,3579.72,3
324,Term Conference,459,1811.8,3
325,Over Charge,636,3502.18,3
326,North Ready,967,4389.94,3
327,Remain Represent,484,4264.69,3
328,Catch Both,155,2167.58,3
329,Time Necessary,392,1777.41,3
330,Father Common,850,3162.67,3
331,Report Than,899,3931.45,3
332,Off Single,948,4446.46,3
333,Forget Sister,72,4557.18,3
334,Idea Involve,666,2678.74,3
335,Apply Audience,596,3711.0,3
336,Affect Effort,59,4082.45,3
337,Such Control,949,2762.92,3
338,Fire Mention,542,2654.03,3
339,Offer Represent,653,1269.38,3
340,House Front,122,2923.03,3
341,Believe Society,499,4413.29,3
342,Something She,324,3064.1,3
343,Election Option,205,428.36,3
344,End Speech,598,558.42,3
345,Production Win,209,150.45,3
346,Thing Well,980,4367.0,3
347,View Give,77,2988.07,3
348,Cover Fish,239,2987.21,3
349,Democratic Break,128,4612.35,3
350,Southern Town,131,1817.12,3
351,Usually Coach,596,4405.98,3
352,Off Serious,807,3566.86,3
353,Town Area,17,4206.03,3
354,Cut Will,432,4600.83,3
355,His Friend,59,1287.24,3
356,Million Baby,962,1186.26,3
357,Fund Behind,349,3786.21,3
358,Resource None,306,1218.79,3
359,Kitchen Call,690,1325.43,3
360,Down Box,250,2614.91,3
361,System Worry,350,235.48,3
362,Election Resource,852,1788.8,3
363,Media Home,148,2603.46,3
364,Effort Safe,761,2128.38,3
365,Our Month,586,2177.22,3
366,Really Hour,932,4121.13,3
367,Candidate Might,410,3068.4,3
368,Reduce Teach,346,2073.3,3
369,Mrs Nearly,35,3784.18,3
370,Whose Another,527,2365.31,3
371,Blue Instead,469,3907.43,3
372,Fast No,532,1942.91,3
373,South Cost,642,4020.39,3
374,Fight Candidate,275,2396.48,3
375,Growth Economic,234,4552.59,3
376,Industry Certain,605,3607.11,3
377,And Evidence,978,4170.81,3
378,Avoid Use,95,2229.96,3
379,Site Husband,52,798.74,3
380,Help Religious,168,4699.4,3
381,Develop Blood,679,3886.22,3
382,Left Likely,741,2161.89,3
383,West Field,427,4613.0,3
384,Possible Later,987,2469.96,3
385,Point Sell,896,1919.92,3
386,Fund Short,511,3950.37,3
387,Election Design,529,3549.28,3
388,Certain Common,26,4932.87,3
389,Common With,490,2745.34,3
390,Reduce Class,870,105.43,3
391,North Run,276,738.95,3
392,Natural Enjoy,291,4548.27,3
393,Require Question,411,829.08,3
394,Task Show,740,4749.18,3
395,Address Since,717,2267.96,3
396,Back Never,191,3841.65,3
397,Truth Table,253,2569.22,3
398,Space Board,341,2962.87,3
399,Fight Day,88,2870.32,3
400,Hope Politics,311,3985.99,4
401,Force Training,252,1504.23,4
402,People Nor,237,4106.11,4
403,Create Audience,801,774.65,4
404,Continue Population,154,423.45,4
405,Yard Stuff,928,3169.44,4
406,Staff Simple,34,573.25,4
407,Order Eight,646,1893.09,4
408,Cut Play,25,981.4,4
409,Future Exist,363,2101.32,4
410,Decide Event,316,200.13,4
411,Wonder Open,569,2020.23,4
412,Rather Politics,324,1279.82,4
413,High Both,211,4060.2,4
414,Partner Conference,663,2517.36,4
415,Catch Base,238,2876.43,4
416,On Oil,772,3676.95,4
417,Rule Not,720,2538.36,4
418,Still Test,111,4427.51,4
419,Particular National,957,4211.93,4
420,Expert Imagine,727,4830.52,4
421,Affect Explain,835,3651.77,4
422,Impact Eight,972,4123.11,4
423,He Light,657,3891.88,4
424,Kitchen Door,346,2178.17,4
425,Their Want,88,2199.0,4
426,Understand Each,826,2678.4,4
427,Try Stuff,166,1650.9,4
428,Kitchen Style,303,4680.12,4
429,Run Effort,412,118.33,4
430,Pass Probably,169,535.1,4
431,Road Foot,531,2286.5,4
432,Great Then,780,3228.97,4
433,Near Too,946,3036.62,4
434,House Forward,258,459.22,4
435,Happen Professional,128,568.19,4
436,Always Close,942,1056.89,4
437,Along All,409,2488.43,4
438,Must Happen,316,750.05,4
439,Rate Career,565,61.07,4
440,Green Task,506,1662.26,4
441,Picture Discussion,434,3022.11,4
442,Many Anything,414,1896.96,4
443,Factor Remain,130,957.79,4
444,Style Writer,641,4101.35,4
445,Political Too,177,1039.63,4
446,Sea Serve,209,4517.54,4
447,Tonight Gas,117,3038.2,4
448,Should Among,881,2267.85,4
449,Step Power,286,1358.5,4
450,Medical Near,918,2616.22,4
451,Both One,355,476.2,4
452,Explain Whether,653,1169.83,4
453,Set Practice,40,1161.32,4
454,Begin Well,526,613.65,4
455,Hit Own,715,4063.67,4
456,Direction Sound,217,1567.06,4
457,Study Mr,53,2102.94,4
458,Citizen First,931,3205.73,4
459,Bill Interest,37,2776.33,4
460,Site By,527,3597.81,4
461,Evening College,325,4477.47,4
462,Actually Page,668,4214.33,4
463,Respond Point,175,1083.81,4
464,Onto Peace,532,1859.52,4
465,Who Ten,735,3014.9,4
466,Program Minute,713,2954.31,4
467,That Develop,281,1525.54,4
468,Keep Whom,162,744.85,4
469,Your Girl,418,1160.22,4
470,Star Popular,82,378.62,4
471,Few Oil,36,4884.22,4
472,Conference So,103,73.79,4
473,Evening Our,263,4194.07,4
474,Base Matter,214,4763.71,4
475,Environmental Probably,362,4550.3,4
476,Past Guess,343,2525.36,4
477,Culture Event,601,3082.36,4
478,Where Child,612,532.04,4
479,Exactly Condition,745,4362.77,4
480,Yourself Behavior,119,3566.03,4
481,Letter Summer,991,3538.96,4
482,Prove Position,248,1223.04,4
483,Better Agent,803,219.69,4
484,Final Rather,274,362.07,4
485,Miss Action,231,1512.17,4
486,All Great,637,3936.4,4
487,Quite Commercial,115,277.41,4
488,Pull Nice,874,2262.61,4
489,Speech Show,761,1323.8,4
490,Culture Leader,310,3723.44,4
491,Trouble Enough,164,4679.8,4
492,Every Party,353,4880.06,4
493,Threat Recognize,519,260.19,4
494,Fine Thousand,521,3865.12,4
495,Start Whether,606,3296.4,4
496,Help Treat,397,4549.05,4
497,Fish Compare,61,4538.18,4
498,Change Protect,678,2452.09,4
499,Food Customer,753,997.46,4
500,Structure Appear,982,3466.45,4
501,Far Entire,246,3333.72,4
502,Back Evening,191,1680.1,4
503,Follow Wall,294,4736.46,4
504,Glass Modern,473,779.68,4
505,Contain Stuff,735,1222.7,4
506,Continue Why,99,192.67,4
507,Join Effort,925,4578.23,4
508,The Skill,664,2058.68,4
509,Speech Time,976,4216.88,4
510,Style Cause,592,4307.19,4
511,Couple Thank,414,1444.8,4
512,Move Health,683,4662.78,4
513,Will Out,878,3388.05,4
514,Realize Accept,810,281.81,4
515,Line Party,889,2380.58,4
516,Strong Group,406,1294.65,4
517,Friend Glass,768,64.48,4
518,Those American,945,388.01,4
519,Media Player,326,3472.26,4
520,Career Not,167,3890.87,4
521,Run History,790,240.83,4
522,Several Hit,87,3375.63,4
523,Benefit Here,343,1048.21,4
524,Paper Suggest,380,3915.12,4
525,Sense Also,236,1359.8,4
526,Establish Line,591,58.01,4
527,Agency Finish,597,4669.92,4
528,Would Country,306,2057.84,4
529,Seem Rest,109,751.46,4
530,Radio Simply,666,761.87,4
531,Speak Include,882,4358.68,4
532,Executive International,312,4025.2,4
533,Laugh Mouth,632,837.89,4
534,Market Foot,596,3336.59,4
535,Thank Little,987,2480.15,4
536,Marriage Off,299,41.48,4
537,Story Kid,243,3198.06,4
538,Later Real,108,942.83,4
539,Training Never,502,3670.7,4
540,Over While,770,1689.88,4
541,Forward Nice,563,3349.97,4
542,Open Born,353,2795.72,4
543,Success Sound,680,644.76,4
544,Attack Third,466,1620.83,4
545,Around Fact,62,1264.15,4
546,Top Gun,931,2842.83,5
547,Paper Suggest,701,1623.94,5
548,Image Station,246,4169.3,5
549,Blood Avoid,489,2537.35,5
550,Main Watch,888,1731.8,5
551,Throw Themselves,331,899.34,5
552,Others Rather,799,4382.85,5
553,Everything List,864,88.62,5
554,Describe Game,465,4354.83,5
555,Adult Different,819,4429.73,5
556,Serious Discussion,264,921.16,5
557,Make Very,281,3950.39,5
558,Travel Option,354,3547.35,5
559,Head Recognize,220,733.47,5
560,Ground Everything,157,652.11,5
561,Couple Music,542,1041.05,5
562,Nearly Movement,287,3706.13,5
563,Realize Piece,24,3958.97,5
564,Decade Career,797,589.08,5
565,Hotel Attack,900,3468.24,5
566,On Ok,897,1187.84,5
567,Among Hand,340,978.36,5
568,Power Simple,198,755.18,5
569,Night Imagine,210,1701.29,5
570,Must Turn,705,2542.3,5
571,Agree General,526,1483.37,5
572,Relationship Effort,169,1608.44,5
573,Thousand Save,166,511.29,5
574,Them Increase,733,1128.57,5
575,Become Do,886,1719.45,5
576,Task Everybody,776,3374.52,5
577,Voice Low,496,572.27,5
578,Natural Do,237,3288.96,5
579,Late Man,42,1418.42,5
580,Eat Listen,809,3796.09,5
581,Can Leg,20,2475.89,5
582,Phone Poor,141,4837.75,5
583,Agent Generation,556,1989.99,5
584,Second Stand,21,3315.01,5
585,Local Decade,89,1301.81,5
586,Never Participant,460,1406.83,5
587,Up Enter,163,1029.17,5
588,Rule Here,680,1069.05,5
589,Pm Address,446,1745.55,5
590,View Bring,112,171.35,5
591,Billion He,396,1299.61,5
592,Need How,782,2347.14,5
593,Interview Along,219,721.3,5
594,Develop Democratic,389,769.66,5
595,Son Report,919,3621.95,5
596,Great Perform,929,4124.03,5
597,Pull Grow,210,2450.72,5
598,Stuff Race,687,2173.68,5
599,Material Attack,470,3844.1,5
600,Energy Actually,341,3337.4,5
601,Next Style,703,520.53,5
602,Impact Recognize,863,4341.34,5
603,Head Live,214,3869.73,5
604,Serve Different,116,1277.13,5
605,Community Wide,750,4621.79,5
606,National Face,125,2253.97,5
607,Visit Like,953,474.76,5
608,Rule Race,844,58.95,5
609,Represent Mention,697,2161.43,5
610,Make Goal,840,1526.34,5
611,Senior Onto,79,4288.65,5
612,Partner Human,995,3753.25,5
613,Onto Want,712,1257.8,5
614,Gas Arrive,102,4882.46,5
615,Society Five,131,4099.2,5
616,Officer Necessary,710,2986.85,5
617,Table Despite,88,3674.98,5
618,Soldier Subject,633,1367.45,5
619,Official Across,637,4688.16,5
620,Very Leader,906,3365.62,5
621,Drop Push,535,3836.56,5
622,Whole Tend,97,4102.73,5
623,Compare Pass,579,2815.83,5
624,Discover Go,679,4787.29,5
625,Until Catch,491,510.59,5
626,North Get,380,4791.51,5
627,Debate Break,320,3640.23,5
628,Pull Fire,951,2527.01,5
629,Student Detail,410,698.74,5
630,Whose Magazine,596,638.3,5
631,Support Run,407,3393.03,5
632,Build Go,565,2626.98,5
633,Pm Impact,882,4813.47,5
634,Hand Fear,728,1062.91,5
635,Window Four,574,3992.02,5
636,Laugh Produce,498,2464.12,5
637,Which Another,232,2716.84,5
638,Organization Begin,858,1202.17,5
639,Law Follow,591,3797.62,5
640,Born Music,1000,4892.99,5
641,Rock Film,946,4588.31,5
642,Candidate Agent,26,1908.06,5
643,Director Back,847,1515.51,5
644,Under Future,83,1238.32,5
645,Sure Along,338,510.18,5
646,Medical Source,521,3766.36,5
647,Each Word,814,2545.33,5
648,Break Fire,176,3798.22,5
649,Week Party,769,1486.25,5
650,Forget Model,745,3062.43,5
651,Answer Lay,922,1971.64,5
652,May See,856,1675.1,5
653,Ahead Would,43,4140.95,5
654,List Anyone,887,1418.56,5
655,Election Truth,318,4939.09,5
656,Relate Everything,649,3908.69,5
657,Magazine Use,34,1121.24,5
658,Morning Somebody,558,1071.43,5
659,Republican Bit,606,4926.34,5
660,Know Prove,343,4421.46,5
661,Really Agree,291,1523.26,5
662,Consider That,920,4339.13,6
663,Here Claim,860,996.45,6
664,Catch Market,413,3662.78,6
665,Discuss Establish,725,1484.41,6
666,Process Again,501,527.83,6
667,East Note,908,3069.07,6
668,Word Computer,639,3107.2,6
669,Range Baby,777,4725.35,6
670,Discussion Protect,522,418.97,6
671,Also Turn,392,2909.65,6
672,Watch Political,869,2835.47,6
673,Religious Than,331,3787.35,6
674,At Form,80,391.63,6
675,Run Value,760,209.71,6
676,Manager Instead,814,4156.29,6
677,Former Rest,524,527.96,6
678,Close Type,79,2540.19,6
679,Clear Per,516,2146.17,6
680,Serious Teach,854,1337.66,6
681,Per Few,858,1888.2,6
682,Culture Size,977,1807.39,6
683,Drug Born,922,3268.53,6
684,Long Huge,315,3584.67,6
685,Organization Eight,177,864.09,6
686,Hot Be,229,699.22,6
687,Exist Wide,458,3875.63,6
688,First Individual,687,4959.98,6
689,Avoid Especially,246,3231.92,6
690,Administration Recent,262,860.23,6
691,Either Couple,502,67.22,6
692,Face Join,721,4220.17,6
693,Product Ground,807,99.25,6
694,School Grow,188,2914.91,6
695,Four Single,204,4570.68,6
696,Whether Learn,7,4616.64,6
697,Artist Try,404,2895.08,6
698,Rock Describe,866,4461.04,6
699,Until Involve,592,780.27,6
700,Morning Majority,167,59.56,6
701,Skin It,948,4753.43,6
702,Official Have,110,4264.61,6
703,Forward Program,129,423.83,6
704,Western Work,271,4569.32,6
705,Religious Enter,796,1461.32,6
706,Involve Fill,812,653.4,6
707,Happen Blood,536,1561.17,6
708,True Themselves,499,4582.02,6
709,Bad Trial,948,555.92,6
710,Garden Bit,147,3571.47,6
711,Want Avoid,653,4618.16,6
712,Mean Gun,694,3240.58,6
713,I As,956,3160.14,6
714,Energy Fast,361,4552.73,6
715,Amount Indicate,379,3361.74,6
716,College Fear,81,1879.97,6
717,Far Series,356,1852.49,6
718,Hot Less,345,1915.23,6
719,Three Change,327,2860.79,6
720,Energy Single,161,3086.2,6
721,Answer Former,155,717.11,6
722,Apply Music,691,3807.89,6
723,Wonder Real,183,3194.03,6
724,Again Wonder,899,4406.73,6
725,Health Measure,941,3574.2,6
726,Apply Letter,359,1474.93,6
727,Side Their,585,4959.38,6
728,Structure Third,439,3990.21,6
729,Into Something,126,1020.3,6
730,Whatever Follow,525,3012.21,6
731,Party Despite,479,4828.07,6
732,Deep Method,536,4845.03,6
733,Some Money,553,3369.03,6
734,Else Thank,524,3212.51,6
735,Gun Guy,851,49.93,6
736,For Identify,950,1100.42,6
737,Question Month,525,1963.59,6
738,Western Big,305,4746.63,6
739,Once Hard,214,9.5,6
740,Case Old,926,3336.66,6
741,Significant Name,17,1753.46,6
742,Media Participant,316,3330.59,6
743,Time Agreement,854,1950.13,6
744,Along Animal,422,2399.21,6
745,Wait Size,488,2994.38,6
746,Pay Ago,320,2347.17,6
747,As Professor,747,1702.78,6
748,Glass Democrat,758,1014.18,6
749,Doctor Trouble,616,2407.22,6
750,Build Natural,713,2290.67,6
751,Focus Nothing,132,4844.91,6
752,Quality Stage,174,1162.44,6
753,Money Black,899,4103.82,6
754,Weight Unit,93,2064.4,6
755,Prepare Player,898,1346.76,6
756,Much Interest,507,3314.64,6
757,Receive Part,757,4464.88,6
758,Gas President,405,4104.38,6
759,When Those,417,1300.79,6
760,Network She,370,2078.67,6
761,Kid Program,976,303.23,6
762,Dog Expert,73,2597.36,6
763,Just Others,877,2878.06,6
764,Appear Your,838,489.51,6
765,Cup Finish,791,4928.07,6
766,Generation Than,437,4375.38,6
767,Across Nation,664,2238.09,6
768,Ball Practice,854,1151.18,6
769,One Return,153,171.12,6
770,Number Decade,832,4664.91,6
771,Nothing Everybody,927,1039.22,6
772,Way Challenge,772,3332.6,6
773,Community Its,480,3512.96,6
774,Mean Management,656,933.36,6
775,Her Partner,989,2678.66,6
776,Same Around,727,2375.63,6
777,Later Treat,524,1701.25,6
778,Join Always,278,1617.92,6
779,Pull Common,110,4838.65,6
780,Week Into,353,609.34,6
781,Nearly Reality,468,2839.79,6
782,Purpose Even,885,2962.69,6
783,But White,853,4657.03,6
784,Business Like,399,751.01,6
785,Prove Couple,909,4147.4,6
786,Who Ability,731,2923.95,6
787,Senior Contain,282,866.93,6
788,Me Voice,714,3008.72,6
789,However Really,153,3147.91,6
790,West Ten,739,356.55,6
791,Third Enjoy,174,476.32,6
792,Response Those,633,1516.7,6
793,Character Recognize,456,3551.73,6
794,Various Black,788,446.54,6
795,Nature Husband,268,690.82,6
796,Significant Name,892,967.46,6
797,Now Lead,514,3766.32,6
798,Support Great,431,2803.84,6
799,Seek Center,117,64.71,6
800,Court Create,607,2311.85,6
801,Particular Know,485,1748.49,6
802,Environment Figure,223,1145.17,6
803,Writer Crime,443,4207.84,6
804,Style Order,957,3066.41,6
805,Where Within,180,3162.07,6
806,With Character,833,4544.25,6
807,Term Produce,953,4347.14,6
808,Executive Government,957,2957.45,6
809,Pm Mr,851,1838.28,6
810,Choice Reality,740,3595.24,6
811,Blood Street,651,3344.42,6
812,Civil Around,985,2134.67,6
813,Week Situation,658,3597.47,6
814,Total Professional,270,770.56,6
815,Guess Half,130,2272.17,6
816,Why Do,789,3949.86,6
817,Above Population,668,1193.63,6
818,Action Develop,981,338.02,6
819,Suffer Future,122,2775.68,6
820,Whose Team,781,4837.34,6
821,Throughout Interview,812,525.79,6
822,East Nothing,378,758.61,6
823,And Sing,794,4116.46,6
824,Suddenly Much,768,3919.7,6
825,First Wind,369,3538.59,6
826,Knowledge War,500,3079.46,6
